,SMILES,LogS (Format),cLogS,SD,Reference,Overlapping
1764,CCC1C2CC3C4N(C)c5ccccc5C44CC(C2C4O)N3C1O,-2.82,-2.861604083392342,0.028296053906272392,Tetko et al. 2001,Overlap
1770,Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,-2.82,-2.7999847675040326,0.1754551224672566,Tetko et al. 2001,Overlap
1778,CC(=O)Nc1ccc(Cl)cc1,-2.84,-2.2851414348662376,0.03243711865543344,Tetko et al. 2001,Overlap
1784,Cc1ccnc([N-]S(=O)(=O)c2ccc(N)cc2)n1,-2.85,-2.337756350741848,0.838781950211138,Tetko et al. 2001,New
1795,[NH3+]C(Cc1cc(I)c(O)c(I)c1)C([O-])=O,-2.86,-2.772934270580567,0.006633283081886676,Tetko et al. 2001,Overlap
1805,CC1C2C(O)C3C([NH+](C)C)C([O-])=C(C(N)=O)C(=O)C3(O)C(O)=C2C(=O)c2c(O)cccc12,-2.87,-2.5983345080817863,0.011869077470469292,Tetko et al. 2001,New
1810,NC1=C(Cl)C(=O)N(N=C1)c1ccccc1,-2.87,-2.7452849149396368,0.06585140173991068,Tetko et al. 2001,Overlap
1820,C[NH+](C)C1C2CC3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1[O-])C(=O)c1c(O)ccc(Cl)c1C3(C)O,-2.88,-2.5277784376083283,0.0005128352561983405,Tetko et al. 2001,New
1825,CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89,-2.446248451088305,0.02306695568219699,Tetko et al. 2001,Overlap
1834,Cc1noc([N-]S(=O)(=O)c2ccc(N)cc2)c1C,-2.91,-2.5700609009216446,0.47941787617901777,Tetko et al. 2001,New
1840,Oc1cccc2c(O)cccc12,-2.92,-2.350246706185127,0.03469305972175337,Tetko et al. 2001,Overlap
1848,NC(=O)c1ccccc1C(N)=O,-2.92,-1.4802725358207336,0.23398938152545867,Tetko et al. 2001,Overlap
1858,COc1cc(O)c2C(=O)c3cc(O)ccc3Oc2c1,-2.93,-4.220391263425086,0.004183300132670289,Tetko et al. 2001,Overlap
1864,COc1cc([N-]S(=O)(=O)c2ccc(N)cc2)nc(OC)n1,-2.96,-2.540296620779549,0.0013416407864999247,Tetko et al. 2001,Overlap
1869,CN(C)C(=O)C(c1ccccc1)c1ccccc1,-2.98,-2.3983547669221204,0.011623730516108472,Tetko et al. 2001,Overlap
1878,CCOC(=O)C=Cc1ccccc1,-3.0,-2.930541383152864,0.0019995555061618564,Tetko et al. 2001,Overlap
1888,CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1,-3.0,-2.972607168095653,0.05045542587274432,Tetko et al. 2001,Overlap
1897,[O-]C(=O)CCl,0.93,1.1345994287062129,0.010901441582260028,Tetko et al. 2001,New
1904,CN(C)C(=O)NC1CC2CC1C1CCCC21,-3.01,-2.969282098158839,0.08320183291250267,Tetko et al. 2001,Overlap
1912,CCCCc1c(C)nc(NCC)nc1O,-3.02,-2.798870593374562,0.0,Tetko et al. 2001,Overlap
1916,CC(C)Cc1ccc(cc1)C(C)C(=O)NO,-3.04,-3.064393364356693,0.002065591117977291,Tetko et al. 2001,Overlap
1922,NS(=O)(=O)c1cc2c(cc1Cl)N=C[N-]S2(=O)=O,-3.05,-2.2594853347159725,0.04067431622043567,Tetko et al. 2001,Overlap
1932,OC(C1CC2CC[NH+]1CC2C=C)c1ccnc2ccccc12,-3.07,-2.3704804876579395,0.20585253070002416,Tetko et al. 2001,Overlap
1946,OC1=C(Oc2cc([O-])cc(O)c2C1=O)c1ccc(O)cc1O,-3.08,-3.084691390090309,0.0012719189352225395,Tetko et al. 2001,New
1955,CC1C2CCC3(C)C=CC(=O)C(C)=C3C2OC1=O,-3.09,-2.712471420097155,0.0001767766952966959,Tetko et al. 2001,Overlap
1963,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-3.11,-3.0306223895417053,0.046195974998484546,Tetko et al. 2001,Overlap
1975,C[NH+](C)C1C2CC3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1[O-])C(=O)c1c(O)cccc1C3(C)O,-3.12,-2.1834420485550843,0.10561775944939887,Tetko et al. 2001,New
1984,FC(F)(Cl)C(F)(F)Cl,-3.12,-3.074342670331496,0.1435012858744445,Tetko et al. 2001,Overlap
1991,C=CCOC(=O)c1ccccc1C(=O)OCC=C,-3.13,-3.183057632988023,0.2091965290767937,Tetko et al. 2001,Overlap
2000,Fc1ccc(I)cc1,-3.13,-3.2599919561265547,0.0020518284528682753,Tetko et al. 2001,Overlap
2009,C[NH+](C)C1C2C(O)C3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1[O-])C(=O)c1c(O)cccc1C3(C)O,-3.14,-2.398301722462933,0.013855059244430099,Tetko et al. 2001,New
2015,BrC(Br)(Br)Br,-3.14,-3.024043571104135,0.00012649110640672125,Tetko et al. 2001,Overlap
2025,COc1ccc2C(OC(=O)c2c1OC)C1[NH+](C)CCc2cc3OCOc3c(OC)c12,-3.14,-2.6299033476704494,0.3464835898390828,Tetko et al. 2001,Overlap
2035,CC1=C(SCCO1)C(=O)Nc1ccccc1,-3.14,-2.814493217261806,0.02629290173826731,Tetko et al. 2001,Overlap
2046,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15,-2.9714298834276285,0.0004629100498862248,Tetko et al. 2001,Overlap
2054,O=C(Nc1ccccc1)Nc1ccccc1,-3.15,-3.74810655423961,0.00039036002917937026,Tetko et al. 2001,New
2061,Oc1ccccc1C(=O)Oc1ccccc1,-3.15,-3.953376312125738,0.002467342249826224,Tetko et al. 2001,Overlap
2070,CC[NH+](CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,-3.18,-2.02993633081873,0.0020922077653362557,Tetko et al. 2001,Overlap
2080,Sc1nc2ccccc2s1,-3.18,-2.9580385709370227,0.011629191512658848,Tetko et al. 2001,New
2087,Clc1cccc(Br)c1,-3.21,-3.303616214077337,6.324555320336062e-05,Tetko et al. 2001,Overlap
2097,[O-]C(=O)C(c1ccccc1)c1ccccc1,-3.22,-2.7407840376092443,0.0015526475085201258,Tetko et al. 2001,Overlap
2105,IC=CI,-3.22,-3.35715559455934,0.1840052464667047,Tetko et al. 2001,Overlap
2116,Nc1ccc(Cl)c(Cl)c1,-3.24,-2.2351183454737926,0.00394669843938294,Tetko et al. 2001,Overlap
2124,CC(=O)Nc1cc([N-]S(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,-2.676054311785492,0.0017677669529664306,Tetko et al. 2001,Overlap
2133,CC(=O)Nc1ccc(I)cc1,-3.25,-3.0010697547304543,0.21019038988498032,Tetko et al. 2001,Overlap
2138,CCc1cccc(CC)c1N(COC)C(=O)CCl,-3.26,-2.409623863016184,0.09814721626519025,Tetko et al. 2001,Overlap
2150,CCCCCOC(=O)c1ccc(N)cc1,-3.26,-3.4543875655240703,0.17896527995276473,Tetko et al. 2001,Overlap
2157,COC(=O)c1cc(Cl)cc(N)c1Cl,-3.26,-3.16247947479313,0.001680136048913098,Tetko et al. 2001,Overlap
2164,CCCCC[NH2+]CCOC(=O)c1ccc(N)cc1,-3.27,-2.3921343421362606,0.0,Tetko et al. 2001,Overlap
2168,[O-]C(=O)c1cccc(I)c1,-3.27,-2.938882864846601,0.11831103076213986,Tetko et al. 2001,Overlap
2174,COc1ccc([N-]S(=O)(=O)c2ccc(N)cc2)nn1,-3.28,-2.61572924291061,0.2683281572999746,Tetko et al. 2001,New
2179,CNC(=O)Oc1cccc2ccccc12,-3.28,-2.8383471456532714,0.33539929380945144,Tetko et al. 2001,Overlap
2191,Cc1occc1C(=O)Nc1ccccc1,-3.3,-3.5357563917085706,0.0018856475457165415,Tetko et al. 2001,Overlap
2201,Oc1c(I)cc(I)cc1C([O-])=O,-3.31,-3.265680493401315,0.0014142135623731635,Tetko et al. 2001,Overlap
2209,[O-]C(=O)c1ccc(Cl)cc1,-3.31,-2.639229226651313,0.013389761547007318,Tetko et al. 2001,Overlap
2216,O=C1CC2OCC=C3C[NH+]4CCC56C4CC3C2C5N1c1ccccc61,-3.32,-2.6487093949237632,0.28381581095043756,Tetko et al. 2001,Overlap
2227,[O-]c1c(Br)cc(cc1Br)C#N,-3.33,-2.755791170558296,0.0009404490653111757,Tetko et al. 2001,Overlap
2236,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,-3.35,-3.80805496966352,0.0010713809513225863,Tetko et al. 2001,Overlap
2244,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-3.36,-3.06779351762612,0.0907114735222146,Tetko et al. 2001,Overlap
2251,CC(CCC([O-])=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,-3.37,-3.2503172514226613,0.2834382727234352,Tetko et al. 2001,Overlap
2260,CCN1C=C(C([O-])=O)C(=O)c2ccc(C)nc12,-3.37,-1.877324261056715,0.16736845879675175,Tetko et al. 2001,Overlap
2270,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,-3.37,-3.1845370374579214,0.0024835011129004355,Tetko et al. 2001,Overlap
2279,CCCCCCCC(=O)OC,-3.39,-3.536724521799178,0.06958427664031268,Tetko et al. 2001,Overlap
2289,CCN(CC)C(=S)SCC(Cl)=C,-3.39,-3.916314656948837,0.021108292209461206,Tetko et al. 2001,Overlap
2298,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1,-3.39,-3.2782558780133044,0.09309493362512636,Tetko et al. 2001,Overlap
2305,C[NH+](C)CCC=C1c2ccccc2COc2ccccc12,-3.4,-3.209060755212285,0.2886014108304625,Tetko et al. 2001,Overlap
2315,[O-]C(=O)CCCCCCCCC=C,-3.4,-3.153336932442093,0.00106904496764958,Tetko et al. 2001,New
2322,CC12CC(O)C3(F)C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-3.43,-3.172466846351339,0.6188950817563686,Tetko et al. 2001,Overlap
2332,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.43,-2.7061810652616347,0.04858876600427501,Tetko et al. 2001,Overlap
2343,CCCCCCCCCC([O-])=O,-3.44,-3.130011988545664,0.003735161117198137,Tetko et al. 2001,Overlap
2351,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,-3.46,-3.1925858470351973,0.1108096465917015,Tetko et al. 2001,Overlap
2360,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-3.48,-2.9179835755301435,0.0017638342073763953,Tetko et al. 2001,Overlap
2369,CCCCOC(=O)c1ccccc1,-3.48,-3.1209057424842204,3.535533905940199e-05,Tetko et al. 2001,Overlap
2377,Brc1ccccc1Br,-3.5,-3.410319850397648,0.0,Tetko et al. 2001,Overlap
2387,Nc1ccc(cc1)S(=O)(=O)[N-]c1ncccn1,-3.51,-2.29210221463622,0.8018234338151706,Tetko et al. 2001,New
2399,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.52,-3.454706175831391,0.023827073770071847,Tetko et al. 2001,Overlap
2408,[O-][N+](=O)c1cccc2ccccc12,-3.54,-3.5850212957578784,0.36967178295227116,Tetko et al. 2001,Overlap
2418,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.57,-3.1162451992703613,0.009991885596711936,Tetko et al. 2001,Overlap
2427,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,-3.59,-2.799343063533223,0.0,Tetko et al. 2001,Overlap
2431,NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,-3.59,-2.910183497743357,0.00046291004988643035,Tetko et al. 2001,Overlap
2439,Clc1ccc(Cl)c(Cl)c1,-3.59,-3.698448214214517,0.14319605415039352,Tetko et al. 2001,Overlap
2451,Oc1ccccc1C(=O)Nc1ccccc1,-3.59,-3.7900144941255753,0.0007905694150420429,Tetko et al. 2001,Overlap
2460,OC1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1=O,-3.6,-4.130218293803406,0.001839806753137102,Tetko et al. 2001,Overlap
2470,[O-]c1c(I)cc(cc1I)C#N,-3.61,-3.3915530024499887,0.15059388267788304,Tetko et al. 2001,Overlap
2479,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.61,-3.6359674068374894,0.0018516401995451047,Tetko et al. 2001,Overlap
2487,Clc1ccc(Br)cc1,-3.63,-3.412151224093176,6.666666666665932e-05,Tetko et al. 2001,Overlap
2496,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.64,-3.4815299755433897,0.1629348864829187,Tetko et al. 2001,Overlap
2519,CC(CCC([O-])=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-3.64,-4.1480191073288575,0.41462087708777157,Tetko et al. 2001,Overlap
2533,C[NH2+]CCCN1c2ccccc2CCc2ccccc12,-3.66,-2.863996202983502,0.03186370976518576,Tetko et al. 2001,Overlap
2543,ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67,-3.665365855422813,0.26277383621662204,Tetko et al. 2001,Overlap
2553,[O-]C(=O)CCCOc1ccc(Cl)cc1Cl,-3.67,-2.939380354193996,0.0446849427340224,Tetko et al. 2001,Overlap
2561,Cc1cc2N=C3C(=O)[N-]C(=O)N=C3N(CC(O)C(O)C(O)CO)c2cc1C,-3.68,-3.0976759797239173,0.03183443977134759,Tetko et al. 2001,Overlap
2571,Cc1ccc(cc1)S(=O)(=O)[N-]C(=O)NN1CCCCCC1,-3.68,-3.099530268350973,0.0010713809513228157,Tetko et al. 2001,Overlap
2579,CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CC(O)C2(O)C(=O)CO,-3.69,-2.9805748306440427,0.11531595797995688,Tetko et al. 2001,Overlap
2593,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-3.69,-3.867206137859516,0.003624913792078422,Tetko et al. 2001,Overlap
2602,CC(C([O-])=O)c1cccc(c1)C(=O)c1ccccc1,-3.7,-2.985299291744118,0.5020743000067548,Tetko et al. 2001,New
2613,OCCN(CCO)c1ccccc1,-0.73,-0.8449050417293424,0.002422611735100711,Tetko et al. 2001,Overlap
2620,Nc1ccc(cc1)S(=O)(=O)[N-]c1cnccn1,-3.7,-2.373810023773312,0.0,Tetko et al. 2001,Overlap
2624,CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCc2cccs2)CC1,-3.71,-2.65652883187684,0.0018516401995451047,Tetko et al. 2001,Overlap
2632,CCCC[C-]1C(=O)N(N(C1=O)c1ccc(O)cc1)c1ccccc1,-3.73,-3.7083267140815575,0.001483614205617882,Tetko et al. 2001,Overlap
2641,O=NN(c1ccccc1)c1ccccc1,-3.75,-3.9598309020889424,0.001570202443726849,Tetko et al. 2001,Overlap
2649,COC(=O)C(Cl)Cc1ccc(Cl)cc1,-3.77,-3.1910377321259373,0.002506242206970415,Tetko et al. 2001,Overlap
2657,CCOc1ccc2nc(sc2c1)S(N)(=O)=O,-3.81,-2.461249176788886,0.20050048489827751,Tetko et al. 2001,Overlap
2666,COc1cc(Cc2c[nH+]c(N)nc2N)cc(OC)c1OC,-2.86,-2.014523273771539,0.029729801733464605,Tetko et al. 2001,Overlap
2675,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.93,-3.105603704329428,0.0017888543819998333,Tetko et al. 2001,Overlap
2680,CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0,-3.677325319656364,0.12056869788253886,Tetko et al. 2001,Overlap
2691,CCNc1nc(NC(C)C)nc(SC)n1,-3.04,-3.026770173114108,0.0013887301496588798,Tetko et al. 2001,Overlap
2699,CCCCNC(=O)[N-]S(=O)(=O)c1ccccc1,-3.05,-2.8776227800184824,0.0,Tetko et al. 2001,Overlap
2704,Clc1ccccc1Cl,-3.05,-2.8128236738285843,0.07690161167874092,Tetko et al. 2001,Overlap
2716,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,-3.42,-3.09053914663068,0.1195035924611102,Tetko et al. 2001,Overlap
2725,CC1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(N)(=O)=O,-3.78,-3.126628583445832,0.17748705743111404,Tetko et al. 2001,Overlap
2735,Cc1cccc(C)c1NC(=O)c1cc(c(Cl)cc1[O-])S(N)(=O)=O,-3.79,-2.887496135191376,0.035146556651319945,Tetko et al. 2001,Overlap
2745,CN1c2ccc(cc2C(=NCC1=O)c1ccccc1)[N+]([O-])=O,-3.8,-3.62953913297256,0.0017888543819998333,Tetko et al. 2001,Overlap
2750,Nc1ccccc1Cl,-1.52,-1.269577607773919,0.16298333588983197,Tetko et al. 2001,Overlap
2759,CC1=CNC(=O)NC1=O,-1.52,-1.3266229384243555,0.008373822848072974,Tetko et al. 2001,Overlap
2770,ClC(Cl)Br,-1.54,-1.6144418991327796,0.09317958825121878,Tetko et al. 2001,Overlap
2780,NS(=O)(=O)c1ccccc1,-1.56,-1.3168609714624728,0.0013416407864998254,Tetko et al. 2001,Overlap
2785,NC(=O)NC1NC(=O)NC1=O,-1.6,-1.5923253829110158,0.05962749445715542,Tetko et al. 2001,New
2792,[NH3+]C(Cc1ccc(O)c(O)c1)C([O-])=O,-1.6,-1.0258697871895952,0.09835432659830508,Tetko et al. 2001,Overlap
2804,CC(=O)c1ccc(N)cc1,-1.61,-1.123017416090009,0.17888543819998323,Tetko et al. 2001,Overlap
2809,CC(=O)CC(=O)C(C)(C)C,-1.63,-0.2461769771649749,0.0,Tetko et al. 2001,New
2812,COC(=O)[N-]S(=O)(=O)c1ccc(N)cc1,-1.66,-1.9469083536549607,0.03492371277922374,Tetko et al. 2001,Overlap
2820,COC(=O)c1ccccc1C(=O)OC,-1.66,-2.1806042386990043,0.08591494737132872,Tetko et al. 2001,Overlap
2831,[O-]C(=O)CNC(=O)c1ccccc1,-1.68,-1.3504272578786018,0.01934134891308716,Tetko et al. 2001,Overlap
2840,CCNC(=O)C(C)OC(=O)Nc1ccccc1,-1.83,-2.151331049244637,0.0004749060057377372,Tetko et al. 2001,Overlap
2848,OCC(O)C1OC2OC(OC2C1O)C(Cl)(Cl)Cl,-1.84,-1.194667288047667,0.001224744871391545,Tetko et al. 2001,Overlap
2854,COC(=O)c1ccccc1,-1.85,-2.099738372930632,0.018388027505840752,Tetko et al. 2001,Overlap
2864,ClCCCBr,-1.85,-1.437819241177554,0.0014966629547096262,Tetko et al. 2001,Overlap
2873,O=C1Oc2ccccc2C=C1,-1.89,-2.494311850039713,0.39801534917866954,Tetko et al. 2001,New
2884,[O-]C(=O)c1ccccc1Cl,-1.89,-1.7121563204474886,0.06284506458630738,Tetko et al. 2001,Overlap
2892,CC(=O)Nc1ccccc1[N+]([O-])=O,-1.91,-2.0678782354342946,0.0004749060057376245,Tetko et al. 2001,Overlap
2900,ClCC(Cl)CCl,-1.92,-1.868814747983518,0.0037996710383926785,Tetko et al. 2001,Overlap
2909,Nc1[nH+]cnc2n(ccc12)C1OC(CO)C(O)C1O,-1.95,-1.1575089572825836,0.0003779644730092695,Tetko et al. 2001,Overlap
2916,Cc1nc2ccccc2[nH]1,-1.96,-1.3050962326140731,7.071067811864697e-05,Tetko et al. 2001,Overlap
2924,COc1ccccc1O,-1.96,-0.5799659702239919,0.4645865545478761,Tetko et al. 2001,New
2930,ClC=C(Cl)Cl,-1.96,-2.0895591274705048,0.05262525030531419,Tetko et al. 2001,Overlap
2942,Fc1ccc(F)cc1,-1.97,-1.8083246881661188,0.0004405759217855539,Tetko et al. 2001,Overlap
2950,NC(=[NH2+])NS(=O)(=O)c1ccc(N)cc1,-1.99,-2.035847352496144,0.003273419890233729,Tetko et al. 2001,Overlap
2959,CCCCCC(=O)OC,-2.0,-2.10935556699678,0.042450677261970715,Tetko et al. 2001,Overlap
2968,Fc1cccc(F)c1,-2.0,-1.8327507683861493,0.00013333333333331865,Tetko et al. 2001,Overlap
2977,COc1cc(ccc1O)C([O-])=O,-2.05,-1.8737849863251903,0.0,Tetko et al. 2001,Overlap
2981,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.06,-1.77000748713076,0.040688458642060506,Tetko et al. 2001,Overlap
2991,Cc1cccc2sc3nncn3c12,-2.07,-2.1867139022566127,0.0013887301496588798,Tetko et al. 2001,Overlap
2999,BrCCCBr,-2.08,-1.913291152803265,0.002661327989306588,Tetko et al. 2001,Overlap
3009,CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2,-2.08,-2.034405670057456,0.0011360751148873837,Tetko et al. 2001,Overlap
3015,CCSCc1ccccc1OC(=O)NC,-2.09,-2.2759573914098263,0.0014525839046334236,Tetko et al. 2001,Overlap
3024,COCCOc1c(OC)cc(Cc2c[nH+]c(N)nc2N)cc1OC,-2.1,-1.8789456900047736,0.0004999999999999449,Tetko et al. 2001,Overlap
3033,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+]([O-])=O,-2.11,-2.1041990546539973,0.24344057243543504,Tetko et al. 2001,Overlap
3046,CCCC1=CC(=O)NC(=S)N1,-2.15,-2.147269575173964,0.0006565905201198108,Tetko et al. 2001,Overlap
3055,CC(Br)CBr,-2.15,-2.28119773048863,0.0030396637240910945,Tetko et al. 2001,Overlap
3065,c1n[nH]c2ccccc12,-2.16,-0.8593497625546083,0.002482292846901462,Tetko et al. 2001,Overlap
3075,[O-]c1cc(Cl)c(Cl)cc1Cl,-2.21,-2.739614156491061,0.003002142092382941,Tetko et al. 2001,Overlap
3082,OC1(C(=O)NC(=O)[N-]C1=O)C1(O)C(=O)NC(=O)[N-]C1=O,-1.99,-1.2229905556778573,0.0020014280615885923,Tetko et al. 2001,Overlap
3089,O=C(NC(=O)c1ccccc1)c1ccccc1,-2.27,-3.5155524992768807,0.0015000000000000568,Tetko et al. 2001,Overlap
3093,Cc1cc(C)nc([N-]S(=O)(=O)c2ccc(N)cc2)n1,-2.27,-2.4743772681751017,0.2119770427821529,Tetko et al. 2001,Overlap
3103,[O-]C(=O)c1ccccc1-c1ccccc1C([O-])=O,-2.28,-2.3883373689019103,0.38992801693755885,Tetko et al. 2001,Overlap
3111,[O-]C(=O)COc1ccc(Cl)cc1,-2.29,-2.0103608640654427,0.017677669529663625,Tetko et al. 2001,Overlap
3119,O=C1NC=Nc2nc[nH]c12,-2.29,-2.160033913494198,0.0029495762407503964,Tetko et al. 2001,Overlap
3124,Nc1ccc(Cc2ccc(N)cc2)cc1,-2.3,-2.7788800468570902,0.001503745324182125,Tetko et al. 2001,New
3132,CCCCCC(=O)OCC,-2.31,-2.3809486605155823,0.02570347044383579,Tetko et al. 2001,Overlap
3140,Cc1ccccc1[N+]([O-])=O,-2.33,-2.05635412054454,0.007757752720519484,Tetko et al. 2001,Overlap
3151,CNC(=O)Oc1cccc(c1)[NH+]=CN(C)C,-2.34,-1.988488819586928,0.9465547722897204,Tetko et al. 2001,New
3160,CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36,-1.907859042888203,0.0014678025904201048,Tetko et al. 2001,Overlap
3169,CC(=O)[N-]c1nnc(s1)S(N)(=O)=O,-2.36,-1.7630438215223243,0.06342098161563657,Tetko et al. 2001,Overlap
3180,Nc1ccc(cc1)[N+]([O-])=O,-2.37,-2.0297804955422576,0.04723865699070754,Tetko et al. 2001,Overlap
3188,Fc1cc(F)c(F)cc1F,-2.38,-2.1386764414960635,0.0021239703387758986,Tetko et al. 2001,Overlap
3196,COc1c2C(=O)C=C(C)Oc2c(OC)c2occc12,-2.4,-3.862540767737293,0.28399622767447696,Tetko et al. 2001,Overlap
3206,Oc1cccc2cccnc12,-2.42,-1.814748976825565,0.032983480713836145,Tetko et al. 2001,Overlap
3215,CCCCCCOC(C)=O,-2.46,-2.545112088856559,0.0044999999999999485,Tetko et al. 2001,Overlap
3224,Cc1ccc(cc1)[N+]([O-])=O,-2.49,-2.259035350048592,0.0008601287279071587,Tetko et al. 2001,Overlap
3232,ClC(Cl)=C(Cl)Cl,-2.54,-2.941848854027312,0.16330911756172062,Tetko et al. 2001,Overlap
3244,CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57,-2.66625343753732,0.1004590519122647,Tetko et al. 2001,Overlap
3253,CCC([NH3+])Cc1c[nH]c2ccccc12,-2.57,-2.115272978745054,0.01178400853457167,Tetko et al. 2001,New
3260,[NH3+]C(Cc1ccc(O)cc1)C([O-])=O,-2.57,-1.2841510919625487,0.13351520832736938,Tetko et al. 2001,Overlap
3273,CCCCCCc1ccc(O)cc1O,-2.59,-2.912390992383952,0.0004082482904638181,Tetko et al. 2001,Overlap
3279,CC1(C)N(Cl)C(=O)N(Cl)C1=O,-2.6,-1.6368156672395138,0.0023222526010013306,Tetko et al. 2001,Overlap
3286,Cc1ccc(cc1)C([O-])=O,-2.6,-2.2700209125146293,0.026835699392875303,Tetko et al. 2001,Overlap
3293,O=C1NC(=O)c2ccccc12,-2.61,-2.877489163980339,0.33319213842933193,Tetko et al. 2001,Overlap
3302,CCC1C[NH+]2CCC1CC2C(O)c1ccnc2ccccc12,-2.63,-2.591564571557131,0.016129682782580288,Tetko et al. 2001,Overlap
3308,CCC1(C(=O)NC(=O)NC1=O)C1=CC2CCC(C2)C1,-2.64,-3.204812835364403,0.06224336401285166,Tetko et al. 2001,Overlap
3320,CCC1(C(=O)NCNC1=O)c1ccccc1,-2.64,-2.0552438972653326,0.003015113445777572,Tetko et al. 2001,Overlap
3331,CCCOC(=O)c1ccccc1,-2.67,-2.5777062256213785,4.4095855184502894e-05,Tetko et al. 2001,Overlap
3340,NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C(Cl)Cl)cc1Cl,-2.68,-2.8907974227273656,0.15842185735841155,Tetko et al. 2001,Overlap
3350,CCC(Br)(CC)C(=O)NC(N)=O,-2.68,-2.1115575991574453,0.05768183808136179,Tetko et al. 2001,Overlap
3359,OC1=CC2=C3c4ccc(O)c(O)c4OCC3(O)CC2=CC1=O,-2.7,-2.458827374287922,0.00038441875315586263,Tetko et al. 2001,Overlap
3368,Nc1ccc(cc1)S(=O)(=O)[N-]c1ccccn1,-2.7,-2.740406027127096,0.4827700538443628,Tetko et al. 2001,New
3378,S=C1Nc2ncncc2N=C1,-2.71,-1.9390571553012896,0.0017888543819998333,Tetko et al. 2001,Overlap
3383,Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O,-2.78,-4.473577002014972,1.151341898250327,Tetko et al. 2001,New
3389,[O-]C(=O)c1ccc(cc1)[N+]([O-])=O,-2.8,-2.575590390706892,0.09852652531413142,Tetko et al. 2001,Overlap
3396,Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,-2.82,-2.3164708529289446,0.0,Tetko et al. 2001,Overlap
3401,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,-2.82,-3.119871822147924,0.23760684175755553,Tetko et al. 2001,Overlap
3409,OC(C(=O)c1ccccc1)c1ccccc1,-2.85,-2.1053909059351668,0.2930780860887667,Tetko et al. 2001,New
3420,CN(C)C=[NH+]c1ccc(Cl)cc1C,-2.86,-2.4381181852851657,0.006831021676356841,Tetko et al. 2001,Overlap
3428,CNc1ccccc1C([O-])=O,-2.88,-1.841397564917191,0.0009739463170889963,Tetko et al. 2001,Overlap
3436,N(Nc1ccccc1)c1ccccc1,-2.92,-3.198963000333241,0.0004999999999999449,Tetko et al. 2001,Overlap
3445,[O-]C(=O)COc1cc(Cl)c(Cl)cc1Cl,-2.96,-2.999222388680164,0.0067778921080651235,Tetko et al. 2001,Overlap
3453,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-2.97,-2.9903597812478924,0.07963569106667344,Tetko et al. 2001,Overlap
